,date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
82,2019-12-28,中国,CN,湖北省,420000,,,37,0,0,0
83,2019-12-28,中国,CN,湖北省,420000,武汉市,420100,37,0,0,0
84,2019-12-29,中国,CN,,,,,37,0,0,0
85,2019-12-29,中国,CN,湖北省,420000,,,37,0,0,0
86,2019-12-29,中国,CN,湖北省,420000,武汉市,420100,37,0,0,0
87,2019-12-30,中国,CN,,,,,37,0,0,0
88,2019-12-30,中国,CN,湖北省,420000,,,37,0,0,0
89,2019-12-30,中国,CN,湖北省,420000,武汉市,420100,37,0,0,0
90,2019-12-31,中国,CN,,,,,40,0,0,0
91,2019-12-31,中国,CN,湖北省,420000,,,40,0,0,0
92,2019-12-31,中国,CN,湖北省,420000,武汉市,420100,40,0,0,0
93,2020-01-01,中国,CN,,,,,43,0,0,0
94,2020-01-01,中国,CN,湖北省,420000,,,43,0,0,0
95,2020-01-01,中国,CN,湖北省,420000,武汉市,420100,43,0,0,0
96,2020-01-02,中国,CN,,,,,44,0,0,0
97,2020-01-02,中国,CN,湖北省,420000,,,44,0,0,0
98,2020-01-02,中国,CN,湖北省,420000,武汉市,420100,44,0,0,0
99,2020-01-03,中国,CN,,,,,41,0,0,0
100,2020-01-03,中国,CN,湖北省,420000,,,41,0,0,0
101,2020-01-03,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
102,2020-01-04,中国,CN,,,,,41,0,0,0
103,2020-01-04,中国,CN,湖北省,420000,,,41,0,0,0
104,2020-01-04,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
105,2020-01-05,中国,CN,,,,,41,0,0,0
106,2020-01-05,中国,CN,湖北省,420000,,,41,0,0,0
107,2020-01-05,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
108,2020-01-06,中国,CN,,,,,41,0,0,0
109,2020-01-06,中国,CN,湖北省,420000,,,41,0,0,0
110,2020-01-06,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
111,2020-01-07,中国,CN,,,,,41,0,0,0
112,2020-01-07,中国,CN,湖北省,420000,,,41,0,0,0
113,2020-01-07,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
114,2020-01-08,中国,CN,,,,,41,0,0,0
115,2020-01-08,中国,CN,湖北省,420000,,,41,0,0,0
116,2020-01-08,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
117,2020-01-09,中国,CN,,,,,41,0,0,0
118,2020-01-09,中国,CN,湖北省,420000,,,41,0,0,0
119,2020-01-09,中国,CN,湖北省,420000,武汉市,420100,41,0,0,0
120,2020-01-10,中国,CN,,,,,41,0,2,1
121,2020-01-10,中国,CN,湖北省,420000,,,41,0,2,1
122,2020-01-10,中国,CN,湖北省,420000,武汉市,420100,41,0,2,1
123,2020-01-11,中国,CN,,,,,41,0,6,1
124,2020-01-11,中国,CN,湖北省,420000,,,41,0,6,1
125,2020-01-11,中国,CN,湖北省,420000,武汉市,420100,41,0,6,1
126,2020-01-12,中国,CN,,,,,41,0,7,1
127,2020-01-12,中国,CN,湖北省,420000,,,41,0,7,1
128,2020-01-12,中国,CN,湖北省,420000,武汉市,420100,41,0,7,1
129,2020-01-13,中国,CN,,,,,41,0,7,1
130,2020-01-13,中国,CN,湖北省,420000,,,41,0,7,1
131,2020-01-13,中国,CN,湖北省,420000,武汉市,420100,41,0,7,1
132,2020-01-14,中国,CN,,,,,41,0,7,1
133,2020-01-14,中国,CN,湖北省,420000,,,41,0,7,1
134,2020-01-14,中国,CN,湖北省,420000,武汉市,420100,41,0,7,1
135,2020-01-15,中国,CN,,,,,41,0,12,2
136,2020-01-15,中国,CN,湖北省,420000,,,41,0,12,2
137,2020-01-15,中国,CN,湖北省,420000,武汉市,420100,41,0,12,2
138,2020-01-16,中国,CN,,,,,45,0,15,2
139,2020-01-16,中国,CN,湖北省,420000,,,45,0,15,2
140,2020-01-16,中国,CN,湖北省,420000,武汉市,420100,45,0,15,2
141,2020-01-16,日本,JP,,,,,1,0,0,0
142,2020-01-16,泰国,TH,,,,,1,0,0,0
143,2020-01-17,中国,CN,,,,,62,0,19,2
144,2020-01-17,中国,CN,湖北省,420000,,,62,0,19,2
145,2020-01-17,中国,CN,湖北省,420000,武汉市,420100,62,0,19,2
146,2020-01-18,中国,CN,,,,,198,0,24,3
147,2020-01-18,中国,CN,湖北省,420000,,,121,0,24,3
148,2020-01-18,中国,CN,湖北省,420000,武汉市,420100,121,0,24,3
149,2020-01-19,中国,CN,,,,,275,0,25,4
150,2020-01-19,中国,CN,湖北省,420000,,,198,0,25,3
151,2020-01-19,中国,CN,湖北省,420000,武汉市,420100,198,0,25,3
152,2020-01-19,中国,CN,广东省,440000,,,1,0,0,0
153,2020-01-19,中国,CN,广东省,440000,深圳市,440300,1,0,0,0
154,2020-01-20,中国,CN,,,,,291,54,25,6
155,2020-01-20,中国,CN,北京市,110000,,,5,0,0,0
156,2020-01-20,中国,CN,吉林省,220000,,,0,1,0,0
157,2020-01-20,中国,CN,上海市,310000,,,1,0,0,0
158,2020-01-20,中国,CN,上海市,310000,外地来沪,,1,0,0,0
159,2020-01-20,中国,CN,浙江省,330000,,,0,16,0,0
160,2020-01-20,中国,CN,安徽省,340000,,,0,1,0,0
161,2020-01-20,中国,CN,江西省,360000,,,0,2,0,0
162,2020-01-20,中国,CN,山东省,370000,,,0,1,0,0
163,2020-01-20,中国,CN,湖北省,420000,,,270,0,25,6
164,2020-01-20,中国,CN,广东省,440000,,,14,7,0,0
165,2020-01-20,中国,CN,广西壮族自治区,450000,,,0,1,0,0
166,2020-01-20,中国,CN,海南省,460000,,,0,1,0,0
167,2020-01-20,中国,CN,四川省,510000,,,0,3,0,0
168,2020-01-20,中国,CN,贵州省,520000,,,0,1,0,0
169,2020-01-20,中国,CN,云南省,530000,,,0,1,0,0
170,2020-01-20,中国,CN,宁夏回族自治区,640000,,,0,1,0,0
171,2020-01-20,日本,JP,,,,,1,0,0,0
172,2020-01-20,韩国,KR,,,,,1,0,0,0
173,2020-01-20,泰国,TH,,,,,2,0,0,0
174,2020-01-21,中国,CN,,,,,440,37,25,9
175,2020-01-21,中国,CN,北京市,110000,,,10,0,0,0
176,2020-01-21,中国,CN,北京市,110000,武汉来京,,1,0,0,0
177,2020-01-21,中国,CN,北京市,110000,西城区,110102,1,0,0,0
178,2020-01-21,中国,CN,北京市,110000,丰台区,110106,1,0,0,0
179,2020-01-21,中国,CN,北京市,110000,海淀区,110108,2,0,0,0
180,2020-01-21,中国,CN,北京市,110000,通州区,110112,1,0,0,0
181,2020-01-21,中国,CN,北京市,110000,昌平区,110114,2,0,0,0
182,2020-01-21,中国,CN,北京市,110000,大兴区,110115,2,0,0,0
183,2020-01-21,中国,CN,天津市,120000,,,2,0,0,0
184,2020-01-21,中国,CN,山西省,140000,,,0,1,0,0
185,2020-01-21,中国,CN,吉林省,220000,,,0,1,0,0
186,2020-01-21,中国,CN,黑龙江省,230000,,,0,1,0,0
187,2020-01-21,中国,CN,黑龙江省,230000,牡丹江市,231000,0,1,0,0
188,2020-01-21,中国,CN,上海市,310000,,,6,3,0,0
189,2020-01-21,中国,CN,浙江省,330000,,,5,0,0,0
190,2020-01-21,中国,CN,浙江省,330000,杭州市,330100,1,0,0,0
191,2020-01-21,中国,CN,浙江省,330000,温州市,330300,2,0,0,0
192,2020-01-21,中国,CN,浙江省,330000,舟山市,330900,1,0,0,0
193,2020-01-21,中国,CN,浙江省,330000,台州市,331000,1,0,0,0
194,2020-01-21,中国,CN,安徽省,340000,,,0,1,0,0
195,2020-01-21,中国,CN,安徽省,340000,合肥市,340100,0,1,0,0
196,2020-01-21,中国,CN,江西省,360000,,,2,0,0,0
197,2020-01-21,中国,CN,江西省,360000,萍乡市,360300,1,0,0,0
198,2020-01-21,中国,CN,江西省,360000,抚州市,361000,1,0,0,0
199,2020-01-21,中国,CN,山东省,370000,,,1,0,0,0
200,2020-01-21,中国,CN,山东省,370000,青岛市,370200,1,0,0,0
201,2020-01-21,中国,CN,河南省,410000,,,1,0,0,0
202,2020-01-21,中国,CN,河南省,410000,郑州市,410100,1,0,0,0
203,2020-01-21,中国,CN,湖北省,420000,,,375,0,28,9
204,2020-01-21,中国,CN,湖南省,430000,,,1,0,0,0
205,2020-01-21,中国,CN,湖南省,430000,长沙市,430100,1,0,0,0
206,2020-01-21,中国,CN,广东省,440000,,,26,0,0,0
207,2020-01-21,中国,CN,广东省,440000,广州市,440100,2,0,0,0
208,2020-01-21,中国,CN,广东省,440000,韶关市,440200,2,0,0,0
209,2020-01-21,中国,CN,广东省,440000,深圳市,440300,14,0,0,0
210,2020-01-21,中国,CN,广东省,440000,珠海市,440400,4,0,0,0
211,2020-01-21,中国,CN,广东省,440000,佛山市,440600,1,0,0,0
212,2020-01-21,中国,CN,广东省,440000,湛江市,440800,2,0,0,0
213,2020-01-21,中国,CN,广东省,440000,惠州市,441300,1,0,0,0
214,2020-01-21,中国,CN,广西壮族自治区,450000,,,0,2,0,0
215,2020-01-21,中国,CN,海南省,460000,,,0,1,0,0
216,2020-01-21,中国,CN,重庆市,500000,,,5,0,0,0
217,2020-01-21,中国,CN,重庆市,500000,万州区,500101,2,0,0,0
218,2020-01-21,中国,CN,重庆市,500000,长寿区,500115,1,0,0,0
219,2020-01-21,中国,CN,重庆市,500000,巫山县,500237,2,0,0,0
220,2020-01-21,中国,CN,四川省,510000,,,2,5,0,0
221,2020-01-21,中国,CN,四川省,510000,成都市,510100,1,3,0,0
222,2020-01-21,中国,CN,四川省,510000,绵阳市,510700,0,2,0,0
223,2020-01-21,中国,CN,四川省,510000,广安市,511600,1,0,0,0
224,2020-01-21,中国,CN,贵州省,520000,,,0,1,0,0
225,2020-01-21,中国,CN,贵州省,520000,贵阳市,520100,0,1,0,0
226,2020-01-21,中国,CN,云南省,530000,,,1,0,0,0
227,2020-01-21,中国,CN,宁夏回族自治区,640000,,,0,1,0,0
228,2020-01-21,日本,JP,,,,,1,0,0,0
229,2020-01-21,韩国,KR,,,,,1,0,0,0
230,2020-01-21,泰国,TH,,,,,3,0,0,0
231,2020-01-22,中国,CN,,,,,571,393,25,17
232,2020-01-22,中国,CN,北京市,110000,,,14,0,0,0
233,2020-01-22,中国,CN,北京市,110000,武汉来京,,2,0,0,0
234,2020-01-22,中国,CN,北京市,110000,西城区,110102,2,0,0,0
235,2020-01-22,中国,CN,北京市,110000,朝阳区,110105,1,0,0,0
236,2020-01-22,中国,CN,北京市,110000,丰台区,110106,1,0,0,0
237,2020-01-22,中国,CN,北京市,110000,石景山区,110107,1,0,0,0
238,2020-01-22,中国,CN,北京市,110000,海淀区,110108,2,0,0,0
239,2020-01-22,中国,CN,北京市,110000,通州区,110112,1,0,0,0
240,2020-01-22,中国,CN,北京市,110000,昌平区,110114,2,0,0,0
241,2020-01-22,中国,CN,北京市,110000,大兴区,110115,2,0,0,0
242,2020-01-22,中国,CN,天津市,120000,,,4,0,0,0
243,2020-01-22,中国,CN,河北省,130000,,,1,0,0,0
244,2020-01-22,中国,CN,河北省,130000,石家庄市,130100,1,0,0,0
245,2020-01-22,中国,CN,山西省,140000,,,1,0,0,0
246,2020-01-22,中国,CN,山西省,140000,太原市,140100,1,0,0,0
247,2020-01-22,中国,CN,辽宁省,210000,,,2,0,0,0
248,2020-01-22,中国,CN,辽宁省,210000,沈阳市,210100,1,0,0,0
249,2020-01-22,中国,CN,辽宁省,210000,大连市,210200,1,0,0,0
250,2020-01-22,中国,CN,吉林省,220000,,,1,0,0,0
251,2020-01-22,中国,CN,吉林省,220000,长春市,220100,1,0,0,0
252,2020-01-22,中国,CN,黑龙江省,230000,,,1,0,0,0
253,2020-01-22,中国,CN,黑龙江省,230000,牡丹江市,231000,1,0,0,0
254,2020-01-22,中国,CN,上海市,310000,,,16,22,0,0
255,2020-01-22,中国,CN,江苏省,320000,,,1,0,0,0
256,2020-01-22,中国,CN,江苏省,320000,苏州市,320500,1,0,0,0
257,2020-01-22,中国,CN,浙江省,330000,,,10,0,0,0
258,2020-01-22,中国,CN,浙江省,330000,杭州市,330100,1,0,0,0
259,2020-01-22,中国,CN,浙江省,330000,宁波市,330200,3,0,0,0
260,2020-01-22,中国,CN,浙江省,330000,温州市,330300,4,0,0,0
261,2020-01-22,中国,CN,浙江省,330000,舟山市,330900,1,0,0,0
262,2020-01-22,中国,CN,浙江省,330000,台州市,331000,1,0,0,0
263,2020-01-22,中国,CN,安徽省,340000,,,1,4,0,0
264,2020-01-22,中国,CN,安徽省,340000,合肥市,340100,1,3,0,0
265,2020-01-22,中国,CN,安徽省,340000,六安市,341500,0,1,0,0
266,2020-01-22,中国,CN,福建省,350000,,,1,0,0,0
267,2020-01-22,中国,CN,福建省,350000,福州市,350100,1,0,0,0
268,2020-01-22,中国,CN,江西省,360000,,,3,0,0,0
269,2020-01-22,中国,CN,江西省,360000,南昌市,360100,1,0,0,0
270,2020-01-22,中国,CN,江西省,360000,萍乡市,360300,1,0,0,0
271,2020-01-22,中国,CN,江西省,360000,抚州市,361000,1,0,0,0
272,2020-01-22,中国,CN,山东省,370000,,,6,0,0,0
273,2020-01-22,中国,CN,山东省,370000,青岛市,370200,3,0,0,0
274,2020-01-22,中国,CN,山东省,370000,威海市,371000,1,0,0,0
275,2020-01-22,中国,CN,山东省,370000,临沂市,371300,2,0,0,0
276,2020-01-22,中国,CN,河南省,410000,,,5,0,0,0
277,2020-01-22,中国,CN,河南省,410000,郑州市,410100,2,0,0,0
278,2020-01-22,中国,CN,河南省,410000,巩义市,410181,1,0,0,0
279,2020-01-22,中国,CN,河南省,410000,洛阳市,410300,1,0,0,0
280,2020-01-22,中国,CN,河南省,410000,三门峡市,411200,1,0,0,0
281,2020-01-22,中国,CN,湖北省,420000,,,444,0,28,17
282,2020-01-22,中国,CN,湖南省,430000,,,4,0,0,0
283,2020-01-22,中国,CN,湖南省,430000,长沙市,430100,1,0,0,0
284,2020-01-22,中国,CN,湖南省,430000,怀化市,431200,3,0,0,0
285,2020-01-22,中国,CN,广东省,440000,,,32,0,0,0
286,2020-01-22,中国,CN,广东省,440000,广州市,440100,5,0,0,0
287,2020-01-22,中国,CN,广东省,440000,韶关市,440200,2,0,0,0
288,2020-01-22,中国,CN,广东省,440000,深圳市,440300,15,0,0,0
289,2020-01-22,中国,CN,广东省,440000,珠海市,440400,4,0,0,0
290,2020-01-22,中国,CN,广东省,440000,佛山市,440600,1,0,0,0
291,2020-01-22,中国,CN,广东省,440000,湛江市,440800,2,0,0,0
292,2020-01-22,中国,CN,广东省,440000,肇庆市,441200,1,0,0,0
293,2020-01-22,中国,CN,广东省,440000,惠州市,441300,1,0,0,0
294,2020-01-22,中国,CN,广东省,440000,中山市,442000,1,0,0,0
295,2020-01-22,中国,CN,广西壮族自治区,450000,,,2,1,0,0
296,2020-01-22,中国,CN,广西壮族自治区,450000,柳州市,450200,0,1,0,0
297,2020-01-22,中国,CN,广西壮族自治区,450000,梧州市,450400,1,0,0,0
298,2020-01-22,中国,CN,广西壮族自治区,450000,北海市,450500,1,0,0,0
299,2020-01-22,中国,CN,海南省,460000,,,5,32,0,0
300,2020-01-22,中国,CN,海南省,460000,海口市,460100,1,10,0,0
301,2020-01-22,中国,CN,海南省,460000,三亚市,460200,2,8,0,0
302,2020-01-22,中国,CN,海南省,460000,儋州市,460400,0,3,0,0
303,2020-01-22,中国,CN,海南省,460000,五指山市,469001,0,2,0,0
304,2020-01-22,中国,CN,海南省,460000,琼海市,469002,0,1,0,0
305,2020-01-22,中国,CN,海南省,460000,文昌市,469005,0,1,0,0
306,2020-01-22,中国,CN,海南省,460000,万宁市,469006,1,1,0,0
307,2020-01-22,中国,CN,海南省,460000,东方市,469007,0,1,0,0
308,2020-01-22,中国,CN,海南省,460000,临高县,469024,1,2,0,0
309,2020-01-22,中国,CN,海南省,460000,昌江黎族自治县,469026,0,2,0,0
310,2020-01-22,中国,CN,海南省,460000,琼中黎族苗族自治县,469030,0,1,0,0
311,2020-01-22,中国,CN,重庆市,500000,,,9,0,0,0
312,2020-01-22,中国,CN,重庆市,500000,万州区,500101,2,0,0,0
313,2020-01-22,中国,CN,重庆市,500000,涪陵区,500102,1,0,0,0
314,2020-01-22,中国,CN,重庆市,500000,长寿区,500115,1,0,0,0
315,2020-01-22,中国,CN,重庆市,500000,永川区,500118,2,0,0,0
316,2020-01-22,中国,CN,重庆市,500000,垫江县,500231,1,0,0,0
317,2020-01-22,中国,CN,重庆市,500000,巫山县,500237,2,0,0,0
318,2020-01-22,中国,CN,四川省,510000,,,5,2,0,0
319,2020-01-22,中国,CN,四川省,510000,成都市,510100,2,2,0,0
320,2020-01-22,中国,CN,四川省,510000,绵阳市,510700,2,0,0,0
321,2020-01-22,中国,CN,四川省,510000,广安市,511600,1,0,0,0
322,2020-01-22,中国,CN,贵州省,520000,,,3,0,0,0
323,2020-01-22,中国,CN,贵州省,520000,贵阳市,520100,1,0,0,0
324,2020-01-22,中国,CN,贵州省,520000,铜仁市,520600,1,0,0,0
325,2020-01-22,中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,1,0,0,0
326,2020-01-22,中国,CN,陕西省,610000,,,4,0,0,0
327,2020-01-22,中国,CN,陕西省,610000,西安市,610100,2,0,0,0
328,2020-01-22,中国,CN,陕西省,610000,咸阳市,610400,1,0,0,0
329,2020-01-22,中国,CN,陕西省,610000,延安市,610600,1,0,0,0
330,2020-01-22,中国,CN,宁夏回族自治区,640000,,,1,0,0,0
331,2020-01-22,中国,CN,宁夏回族自治区,640000,银川市,640100,1,0,0,0
332,2020-01-22,中国,CN,台湾省,710000,,,1,0,0,0
333,2020-01-22,中国,CN,香港特别行政区,810000,,,1,0,0,0
334,2020-01-22,中国,CN,澳门特别行政区,820000,,,1,0,0,0
335,2020-01-22,日本,JP,,,,,1,0,0,0
336,2020-01-22,韩国,KR,,,,,1,0,0,0
337,2020-01-22,泰国,TH,,,,,3,0,0,0
338,2020-01-22,美国,US,,,,,1,0,0,0
339,2020-01-23,中国,CN,,,,,830,1072,34,25
340,2020-01-23,中国,CN,北京市,110000,,,22,0,0,0
341,2020-01-23,中国,CN,北京市,110000,外地来京,,6,0,0,0
342,2020-01-23,中国,CN,北京市,110000,西城区,110102,3,0,0,0
343,2020-01-23,中国,CN,北京市,110000,朝阳区,110105,2,0,0,0
344,2020-01-23,中国,CN,北京市,110000,丰台区,110106,1,0,0,0
345,2020-01-23,中国,CN,北京市,110000,石景山区,110107,1,0,0,0
346,2020-01-23,中国,CN,北京市,110000,海淀区,110108,3,0,0,0
347,2020-01-23,中国,CN,北京市,110000,通州区,110112,2,0,0,0
348,2020-01-23,中国,CN,北京市,110000,昌平区,110114,2,0,0,0
349,2020-01-23,中国,CN,北京市,110000,大兴区,110115,2,0,0,0
350,2020-01-23,中国,CN,天津市,120000,,,5,0,0,0
351,2020-01-23,中国,CN,河北省,130000,,,2,0,0,1
352,2020-01-23,中国,CN,河北省,130000,石家庄市,130100,1,0,0,0
353,2020-01-23,中国,CN,河北省,130000,沧州市,130900,1,0,0,1
354,2020-01-23,中国,CN,山西省,140000,,,1,0,0,0
355,2020-01-23,中国,CN,山西省,140000,太原市,140100,1,0,0,0
356,2020-01-23,中国,CN,内蒙古自治区,150000,,,1,2,0,0
357,2020-01-23,中国,CN,内蒙古自治区,150000,呼伦贝尔市,150700,1,0,0,0
358,2020-01-23,中国,CN,内蒙古自治区,150000,锡林郭勒盟,152500,0,2,0,0
359,2020-01-23,中国,CN,辽宁省,210000,,,4,0,0,0
360,2020-01-23,中国,CN,辽宁省,210000,沈阳市,210100,2,0,0,0
361,2020-01-23,中国,CN,辽宁省,210000,大连市,210200,1,0,0,0
362,2020-01-23,中国,CN,辽宁省,210000,朝阳市,211300,1,0,0,0
363,2020-01-23,中国,CN,吉林省,220000,,,3,0,0,0
364,2020-01-23,中国,CN,吉林省,220000,长春市,220100,1,0,0,0
365,2020-01-23,中国,CN,吉林省,220000,吉林市,220200,1,0,0,0
366,2020-01-23,中国,CN,吉林省,220000,松原市,220700,1,0,0,0
367,2020-01-23,中国,CN,黑龙江省,230000,,,4,0,0,1
368,2020-01-23,中国,CN,黑龙江省,230000,哈尔滨市,230100,1,0,0,0
369,2020-01-23,中国,CN,黑龙江省,230000,大庆市,230600,1,0,0,0
370,2020-01-23,中国,CN,黑龙江省,230000,牡丹江市,231000,1,0,0,0
371,2020-01-23,中国,CN,黑龙江省,230000,绥化市,231200,1,0,0,1
372,2020-01-23,中国,CN,上海市,310000,,,20,34,0,0
373,2020-01-23,中国,CN,江苏省,320000,,,9,0,0,0
374,2020-01-23,中国,CN,江苏省,320000,南京市,320100,3,0,0,0
375,2020-01-23,中国,CN,江苏省,320000,无锡市,320200,1,0,0,0
376,2020-01-23,中国,CN,江苏省,320000,苏州市,320500,2,0,0,0
377,2020-01-23,中国,CN,江苏省,320000,南通市,320600,1,0,0,0
378,2020-01-23,中国,CN,江苏省,320000,连云港市,320700,1,0,0,0
379,2020-01-23,中国,CN,江苏省,320000,扬州市,321000,1,0,0,0
380,2020-01-23,中国,CN,浙江省,330000,,,43,0,1,0
381,2020-01-23,中国,CN,浙江省,330000,杭州市,330100,6,0,0,0
382,2020-01-23,中国,CN,浙江省,330000,宁波市,330200,5,0,0,0
383,2020-01-23,中国,CN,浙江省,330000,温州市,330300,1,0,1,0
384,2020-01-23,中国,CN,浙江省,330000,嘉兴市,330400,1,0,0,0
385,2020-01-23,中国,CN,浙江省,330000,绍兴市,330600,1,0,0,0
386,2020-01-23,中国,CN,浙江省,330000,金华市,330700,1,0,0,0
387,2020-01-23,中国,CN,浙江省,330000,衢州市,330800,2,0,0,0
388,2020-01-23,中国,CN,浙江省,330000,舟山市,330900,1,0,0,0
389,2020-01-23,中国,CN,浙江省,330000,台州市,331000,4,0,0,0
390,2020-01-23,中国,CN,安徽省,340000,,,15,0,0,0
391,2020-01-23,中国,CN,安徽省,340000,合肥市,340100,6,0,0,0
392,2020-01-23,中国,CN,安徽省,340000,蚌埠市,340300,1,0,0,0
393,2020-01-23,中国,CN,安徽省,340000,安庆市,340800,1,0,0,0
394,2020-01-23,中国,CN,安徽省,340000,滁州市,341100,1,0,0,0
395,2020-01-23,中国,CN,安徽省,340000,阜阳市,341200,2,0,0,0
